link_id,trace_id,resource_id,weight_bonus,notes
trl_old_blood_spatter_blackened_blood,old_blood_spatter,blackened_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_blood_spatter_crystal_blood,old_blood_spatter,crystal_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_blood_spatter_rune_blood,old_blood_spatter,rune_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_blood_spatter_necrotic_blood,old_blood_spatter,necrotic_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_blood_spatter_fog_tainted_blood,old_blood_spatter,fog_tainted_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_blood_spatter_refined_candidate_blood,old_blood_spatter,refined_candidate_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_blood_spatter_mutated_blood,old_blood_spatter,mutated_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_blood_spatter_dragon_blood,old_blood_spatter,dragon_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_bone,old_broken_bone,bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_bone_dust,old_broken_bone,bone_dust,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_rib_bone,old_broken_bone,rib_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_spine_bone,old_broken_bone,spine_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_necrotic_bone,old_broken_bone,necrotic_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_rune_etched_bone,old_broken_bone,rune_etched_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_fresh_bone_piece,old_broken_bone,fresh_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_dried_bone_piece,old_broken_bone,dried_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_blackened_bone_piece,old_broken_bone,blackened_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_crystal_bone_piece,old_broken_bone,crystal_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_rune_bone_piece,old_broken_bone,rune_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_necrotic_bone_piece,old_broken_bone,necrotic_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_fog_tainted_bone_piece,old_broken_bone,fog_tainted_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_refined_candidate_bone_piece,old_broken_bone,refined_candidate_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_mutated_bone_piece,old_broken_bone,mutated_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_sanctified_bone,old_broken_bone,sanctified_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_broken_bone_giant_bone,old_broken_bone,giant_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_scale_shed_scale,old_scale_shed,scale,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_scale_shed_dragon_scale,old_scale_shed,dragon_scale,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_scale_shed_fresh_scale_piece,old_scale_shed,fresh_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_scale_shed_dried_scale_piece,old_scale_shed,dried_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_scale_shed_blackened_scale_piece,old_scale_shed,blackened_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_scale_shed_crystal_scale_piece,old_scale_shed,crystal_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_scale_shed_rune_scale_piece,old_scale_shed,rune_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_scale_shed_necrotic_scale_piece,old_scale_shed,necrotic_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_scale_shed_fog_tainted_scale_piece,old_scale_shed,fog_tainted_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_scale_shed_refined_candidate_scale_piece,old_scale_shed,refined_candidate_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_scale_shed_mutated_scale_piece,old_scale_shed,mutated_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_feather_scatter_feather,old_feather_scatter,feather,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_hair_clump_fur,old_hair_clump,fur,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_hair_clump_quality_pelt,old_hair_clump,quality_pelt,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_mucus_patch_slime_sample,old_mucus_patch,slime_sample,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_mucus_patch_fresh_mucus,old_mucus_patch,fresh_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_mucus_patch_dried_mucus,old_mucus_patch,dried_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_mucus_patch_blackened_mucus,old_mucus_patch,blackened_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_mucus_patch_crystal_mucus,old_mucus_patch,crystal_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_mucus_patch_rune_mucus,old_mucus_patch,rune_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_mucus_patch_necrotic_mucus,old_mucus_patch,necrotic_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_mucus_patch_fog_tainted_mucus,old_mucus_patch,fog_tainted_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_mucus_patch_refined_candidate_mucus,old_mucus_patch,refined_candidate_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_old_mucus_patch_mutated_mucus,old_mucus_patch,mutated_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_blood_spatter_blood_sample,charred_blood_spatter,blood_sample,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_blood_spatter_fiendish_blood,charred_blood_spatter,fiendish_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_blood_spatter_fresh_blood,charred_blood_spatter,fresh_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_blood_spatter_dried_blood,charred_blood_spatter,dried_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_blood_spatter_blackened_blood,charred_blood_spatter,blackened_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_blood_spatter_crystal_blood,charred_blood_spatter,crystal_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_blood_spatter_rune_blood,charred_blood_spatter,rune_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_blood_spatter_necrotic_blood,charred_blood_spatter,necrotic_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_blood_spatter_fog_tainted_blood,charred_blood_spatter,fog_tainted_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_blood_spatter_refined_candidate_blood,charred_blood_spatter,refined_candidate_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_blood_spatter_mutated_blood,charred_blood_spatter,mutated_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_blood_spatter_dragon_blood,charred_blood_spatter,dragon_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_broken_bone_bone,charred_broken_bone,bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_broken_bone_bone_dust,charred_broken_bone,bone_dust,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_broken_bone_rib_bone,charred_broken_bone,rib_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_broken_bone_spine_bone,charred_broken_bone,spine_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_broken_bone_necrotic_bone,charred_broken_bone,necrotic_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_broken_bone_rune_etched_bone,charred_broken_bone,rune_etched_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_broken_bone_fresh_bone_piece,charred_broken_bone,fresh_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_broken_bone_dried_bone_piece,charred_broken_bone,dried_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_broken_bone_blackened_bone_piece,charred_broken_bone,blackened_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_broken_bone_crystal_bone_piece,charred_broken_bone,crystal_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_broken_bone_rune_bone_piece,charred_broken_bone,rune_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_broken_bone_necrotic_bone_piece,charred_broken_bone,necrotic_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_broken_bone_fog_tainted_bone_piece,charred_broken_bone,fog_tainted_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_broken_bone_refined_candidate_bone_piece,charred_broken_bone,refined_candidate_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_broken_bone_mutated_bone_piece,charred_broken_bone,mutated_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_broken_bone_sanctified_bone,charred_broken_bone,sanctified_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_broken_bone_giant_bone,charred_broken_bone,giant_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_scale_shed_scale,charred_scale_shed,scale,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_scale_shed_dragon_scale,charred_scale_shed,dragon_scale,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_scale_shed_fresh_scale_piece,charred_scale_shed,fresh_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_scale_shed_dried_scale_piece,charred_scale_shed,dried_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_scale_shed_blackened_scale_piece,charred_scale_shed,blackened_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_scale_shed_crystal_scale_piece,charred_scale_shed,crystal_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_scale_shed_rune_scale_piece,charred_scale_shed,rune_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_scale_shed_necrotic_scale_piece,charred_scale_shed,necrotic_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_scale_shed_fog_tainted_scale_piece,charred_scale_shed,fog_tainted_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_scale_shed_refined_candidate_scale_piece,charred_scale_shed,refined_candidate_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_scale_shed_mutated_scale_piece,charred_scale_shed,mutated_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_feather_scatter_feather,charred_feather_scatter,feather,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_hair_clump_fur,charred_hair_clump,fur,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_hair_clump_quality_pelt,charred_hair_clump,quality_pelt,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_mucus_patch_slime_sample,charred_mucus_patch,slime_sample,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_mucus_patch_fresh_mucus,charred_mucus_patch,fresh_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_mucus_patch_dried_mucus,charred_mucus_patch,dried_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_mucus_patch_blackened_mucus,charred_mucus_patch,blackened_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_mucus_patch_crystal_mucus,charred_mucus_patch,crystal_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_mucus_patch_rune_mucus,charred_mucus_patch,rune_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_mucus_patch_necrotic_mucus,charred_mucus_patch,necrotic_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_mucus_patch_fog_tainted_mucus,charred_mucus_patch,fog_tainted_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_mucus_patch_refined_candidate_mucus,charred_mucus_patch,refined_candidate_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_charred_mucus_patch_mutated_mucus,charred_mucus_patch,mutated_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_blood_spatter_blood_sample,wet_blood_spatter,blood_sample,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_blood_spatter_fiendish_blood,wet_blood_spatter,fiendish_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_blood_spatter_fresh_blood,wet_blood_spatter,fresh_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_blood_spatter_dried_blood,wet_blood_spatter,dried_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_blood_spatter_blackened_blood,wet_blood_spatter,blackened_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_blood_spatter_crystal_blood,wet_blood_spatter,crystal_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_blood_spatter_rune_blood,wet_blood_spatter,rune_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_blood_spatter_necrotic_blood,wet_blood_spatter,necrotic_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_blood_spatter_fog_tainted_blood,wet_blood_spatter,fog_tainted_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_blood_spatter_refined_candidate_blood,wet_blood_spatter,refined_candidate_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_blood_spatter_mutated_blood,wet_blood_spatter,mutated_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_blood_spatter_dragon_blood,wet_blood_spatter,dragon_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_broken_bone_bone,wet_broken_bone,bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_broken_bone_bone_dust,wet_broken_bone,bone_dust,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_broken_bone_rib_bone,wet_broken_bone,rib_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_broken_bone_spine_bone,wet_broken_bone,spine_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_broken_bone_necrotic_bone,wet_broken_bone,necrotic_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_broken_bone_rune_etched_bone,wet_broken_bone,rune_etched_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_broken_bone_fresh_bone_piece,wet_broken_bone,fresh_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_broken_bone_dried_bone_piece,wet_broken_bone,dried_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_broken_bone_blackened_bone_piece,wet_broken_bone,blackened_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_broken_bone_crystal_bone_piece,wet_broken_bone,crystal_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_broken_bone_rune_bone_piece,wet_broken_bone,rune_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_broken_bone_necrotic_bone_piece,wet_broken_bone,necrotic_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_broken_bone_fog_tainted_bone_piece,wet_broken_bone,fog_tainted_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_broken_bone_refined_candidate_bone_piece,wet_broken_bone,refined_candidate_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_broken_bone_mutated_bone_piece,wet_broken_bone,mutated_bone_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_broken_bone_sanctified_bone,wet_broken_bone,sanctified_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_broken_bone_giant_bone,wet_broken_bone,giant_bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_scale_shed_scale,wet_scale_shed,scale,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_scale_shed_dragon_scale,wet_scale_shed,dragon_scale,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_scale_shed_fresh_scale_piece,wet_scale_shed,fresh_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_scale_shed_dried_scale_piece,wet_scale_shed,dried_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_scale_shed_blackened_scale_piece,wet_scale_shed,blackened_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_scale_shed_crystal_scale_piece,wet_scale_shed,crystal_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_scale_shed_rune_scale_piece,wet_scale_shed,rune_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_scale_shed_necrotic_scale_piece,wet_scale_shed,necrotic_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_scale_shed_fog_tainted_scale_piece,wet_scale_shed,fog_tainted_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_scale_shed_refined_candidate_scale_piece,wet_scale_shed,refined_candidate_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_scale_shed_mutated_scale_piece,wet_scale_shed,mutated_scale_piece,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_feather_scatter_feather,wet_feather_scatter,feather,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_hair_clump_fur,wet_hair_clump,fur,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_hair_clump_quality_pelt,wet_hair_clump,quality_pelt,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_mucus_patch_slime_sample,wet_mucus_patch,slime_sample,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_mucus_patch_fresh_mucus,wet_mucus_patch,fresh_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_mucus_patch_dried_mucus,wet_mucus_patch,dried_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_mucus_patch_blackened_mucus,wet_mucus_patch,blackened_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_mucus_patch_crystal_mucus,wet_mucus_patch,crystal_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_mucus_patch_rune_mucus,wet_mucus_patch,rune_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_mucus_patch_necrotic_mucus,wet_mucus_patch,necrotic_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_mucus_patch_fog_tainted_mucus,wet_mucus_patch,fog_tainted_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_mucus_patch_refined_candidate_mucus,wet_mucus_patch,refined_candidate_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_wet_mucus_patch_mutated_mucus,wet_mucus_patch,mutated_mucus,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_dry_blood_spatter_blood_sample,dry_blood_spatter,blood_sample,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_dry_blood_spatter_fiendish_blood,dry_blood_spatter,fiendish_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_dry_blood_spatter_fresh_blood,dry_blood_spatter,fresh_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_dry_blood_spatter_dried_blood,dry_blood_spatter,dried_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_dry_blood_spatter_blackened_blood,dry_blood_spatter,blackened_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_dry_blood_spatter_crystal_blood,dry_blood_spatter,crystal_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_dry_blood_spatter_rune_blood,dry_blood_spatter,rune_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_dry_blood_spatter_necrotic_blood,dry_blood_spatter,necrotic_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_dry_blood_spatter_fog_tainted_blood,dry_blood_spatter,fog_tainted_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_dry_blood_spatter_refined_candidate_blood,dry_blood_spatter,refined_candidate_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_dry_blood_spatter_mutated_blood,dry_blood_spatter,mutated_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_dry_blood_spatter_dragon_blood,dry_blood_spatter,dragon_blood,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_dry_broken_bone_bone,dry_broken_bone,bone,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
trl_dry_broken_bone_bone_dust,dry_broken_bone,bone_dust,30,흔적 태그와 자원 태그가 일치하여 후보 가중치 상승
